judul_indo,clean_text,cluster
Evaluasi Kepemimpinan Transformasional Kepala Sekolah Dalam Meningkatkan Mutu Pendidikan dengan Menggunakan Model CIPP,evaluasi kepemimpinan transformasional sekolah mutu cipp,1
A Strategi Pembiayaan Pendidikan Dasar Dan Menengah Di Era Pandemi Covid 19: Sekolah Swasta,strategi pembiayaan menengah era pandemi covid sekolah swasta,10
"Metode Penelitian dan Pengembangan (R&D): Konsep, Jenis, Tahapan dan Kelebihan",penelitian d konsep jenis tahapan kelebihan,10
The Meningkatkan Kemampuan Implementasi Merdeka Belajar Melalui Seminar Online Bagi Guru dan Kepala Sekolah,merdeka belajar seminar online guru sekolah,1
Model Pelatihan Kepemimpinan Pelayan Berbasis Keterampilan Kerja untuk Efektivitas Kepala Sekolah,pelatihan kepemimpinan pelayan keterampilan kerja efektivitas sekolah,1
Penerapan Servant Leadership Dalam Meningkatkan Kinerja Guru Sekolah Dasar (Studi Kasus Pada SD Katolik Di Bandung),servant leadership kinerja guru sekolah sd katolik bandung,1
Evaluasi Pelaksanaan Penguatan SDM Program Sekolah Penggerak di Sekolah Menengah Pertama dengan Model CIPPO,evaluasi penguatan sdm sekolah penggerak sekolah menengah cippo,1
Studi Kasus Penerapan Prinsip Akuntabilitas pada Pengelolaan Sekolah Dasar,prinsip akuntabilitas pengelolaan sekolah,1
Evaluasi Efektivitas Pelatihan Online untuk Meningkatkan Kemampuan Dosen dalam Pengelolaan E-Learning Menggunakan Model Kirkpatrick,evaluasi efektivitas pelatihan online dosen pengelolaan learning kirkpatrick,10
E-Training penyusunan karya tulis ilmiah best practice bagi guru dan kepala sekolah untuk meningkatkan profesionalitas,training penyusunan karya tulis ilmiah best practice guru sekolah profesionalitas,1
Implementasi Scola Sebagai Sistem Informasi Manajemen Sekolah,scola informasi manajemen sekolah,1
"Strategi Pembiayaan Pendidikan Dasar Dan Menengah Di Era Pandemi Covid 19. Sapientia Humana: Jurnal Sosial Humaniora., 2 (01), 15–25",strategi pembiayaan menengah era pandemi covid sapientia humana jurnal sosial humaniora,10
Pengaruh penggunaan model discovery learning dengan pendekatan saintifik terhadap keterampilan berpikir kritis siswa SMA,discovery learning saintifik keterampilan berpikir kritis,10
Efektivitas penggunaan modul IPA berbasis inkuiri dengan penilaian autentik untuk meningkatkan kemampuan berpikir kritis dan inkuiri siswa SMP,efektivitas modul inkuiri penilaian autentik berpikir kritis inkuiri,10
Pengembangan LKS berbasis kearifan lokal pada substansi dan karakteristiknya,lks kearifan lokal substansi karakteristiknya,9
"Menggunakan pembelajaran sains, lingkungan, teknologi dan masyarakat (SETS) kearifan lokal dan bahan ajar berbasis koloid",pembelajaran sains lingkungan teknologi masyarakat sets kearifan lokal bahan koloid,9
Deskripsi literasi sains siswa dalam model inkuiri pada materi laju reaksi di SMAN 9 Pontianak,deskripsi literasi sains inkuiri materi laju reaksi sman,10
Analisis keterampilan kolaborasi siswa dalam pembelajaran IPA melalui pembelajaran inkuiri dan berbasis proyek,keterampilan kolaborasi pembelajaran pembelajaran inkuiri proyek,5
Pengembangan Lembar Kerja Peserta Didik (Lkpd) Berbasis Discovery Learning Pada Materi Asam Dan Basa,lembar kerja peserta didik lkpd discovery learning materi asam basa,9
Deskripsi kemampuan guru membuat soal berdasarkan pada kurikulum 2013 di Sekolah Menengah Atas Kabupaten Landak,deskripsi guru berdasarkan kurikulum sekolah menengah,1
Analisis keterampilan komunikasi dalam penyusunan laporan praktikum termokimia pada siswa kelas XI IPA,keterampilan komunikasi penyusunan praktikum termokimia kelas,2
Pengembangan instrumen untuk mengukur self efficacy siswa dalam pembelajaran kimia,instrumen mengukur self efficacy pembelajaran kimia,10
Efektivitas penilaian kinerja dalam pembelajaran berbasis proyek dengan memanfaatkan potensi lokal untuk meningkatkan literasi sains,efektivitas penilaian kinerja pembelajaran proyek memanfaatkan potensi lokal literasi sains,9
Pemberian corrective feedback disertai reward terhadap efikasi diri dan hasil belajar kimia di sma,pemberian corrective feedback disertai reward efikasi belajar kimia,2
Analisis permasalahan pendidik IPA dalam proses penilaian pembelajaran,permasalahan pendidik proses penilaian pembelajaran,5
Deskripsi kemampuan psikomotorik siswa praktikum kelarutan dan hasil kelarutan (KSP) kelas XI IPA,deskripsi psikomotorik praktikum kelarutan kelarutan ksp kelas,2
Pengembangan Video Pembelajaran pada Konsep Asesmen Autentik untuk Mahasiswa,pembelajaran konsep asesmen autentik,10
Pengembangan e-LKPD Berbasis Problem Based Learning (PBL) pada Materi Reaksi Redoks,lkpd problem learning materi reaksi redoks,10
Pengembangan Lkpd Berbasis Project Based Learningpada Materi Pencemaran Air di SMP Pontianak,lkpd project learningpada materi pencemaran,10
Pengembangan media pembelajaran videoscribe dalam pembelajaran tematik di sekolah dasar,media pembelajaran videoscribe pembelajaran tematik sekolah,5
PENILAIAN SIKAP SISWA DALAM PEMBELAJARAN KIMIA MELALUI TEKNIK SELF ASSESSMENT DAN PEER ASSESSMENT,penilaian sikap pembelajaran kimia self assessment peer assessment,10
Tinjauan Kesalahpahaman Umum Siswa dalam Sains dan Alat Penilaian Diagnostiknya,tinjauan kesalahpahaman sains alat penilaian diagnostiknya,10
intermilisasi Nilai Nilai Kemandirian Siswa Dalam Pembelajaran IPA di Sekolah Dasar,intermilisasi nilai nilai kemandirian pembelajaran sekolah,0
Pengaruh Model Pembelajaran Berbasis Masalah Terhadap Kemampuan Literasi Sains IPA Kelas V SD,pembelajaran literasi sains kelas sd,2
Cara Praktis Internalisasi Tematik Mahasiswa dalam Pembelajaran Melalui Peer Teaching di PGSD FKIP Universitas Tanjungpura,praktis internalisasi tematik pembelajaran peer teaching,10
Pengembangan bahan ajar berbasis web pada materi sistem pencernaan manusia kelas V sekolah,bahan web materi pencernaan manusia kelas sekolah,2
Penggunaan metode tanya jawab untuk meningkatkan hasil belajar siswa pada pembelajaran PKn di kelas V,belajar pembelajaran pkn kelas,2
Memupuk kemandirian sebagai strategi pengembangan kepribadian individu siswa dalam belajar,memupuk kemandirian strategi kepribadian individu belajar,2
Penggunaan metode diskusi kelompok untuk meningkatkan hasil belajar siswa dalam pembelajaran IPA di SD,diskusi kelompok belajar pembelajaran sd,2
Penggunaan Media Wayang Pada Pembelajaran Tematik Untuk Meningkatkan Hasil Belajar Di Sekolah Dasar,media wayang pembelajaran tematik belajar sekolah,5
Peningkatan Motivasi Belajar Siswa dengan Menggunakan Model Kooperatif Teknik Tebak Kata di Sekolah Dasar,motivasi belajar kooperatif tebak sekolah,2
Pengaruh pemanfaatan media KIT IPA terhadap hasil belajar siswa kelas IV SDN 31 pontianak,media kit belajar kelas sdn,2
PEMBELAJARAN TERPADU MODEL UNTEGRATED DENGAN TEMA SENTRAL PENGENDALIAN POPULASI MAKHLUK HIDUP,pembelajaran terpadu untegrated tema sentral pengendalian populasi makhluk hidup,10
Pengaruh Penggunaan Metode Pembelajaran SQ3R Terhadap Keterampilan Membaca Pemahaman di Sekolah Dasar,pembelajaran sq keterampilan membaca pemahaman sekolah,1
Cara Guru Menerapkan Pembelajaran Terpadu Menggunakan Model Terintegrasi Dengan Kreatifitas Dalam Pengembangan Pesawat Terbang Sederhana Sebagai Tema Sentralnya,guru menerapkan pembelajaran terpadu terintegrasi kreatifitas pesawat terbang sederhana tema sentralnya,9
Pengaruh Penggunaan Media Audio Visual Terhadap Hasil Belajar Pendidikan Kewarganegaraan Sekolah Dasar Negeri Pontianak Kota,media audio visual belajar kewarganegaraan sekolah,2
Pengaruh penerapan teori bruner terhadap hasil belajar matematika kelas iii sekolah dasar,teori bruner belajar kelas sekolah,2
Peningkatan Keterampilan Berbicara Menggunakan Media Audiovisual Pada Siswa Kelas II,keterampilan berbicara media audiovisual kelas,2
Peningkatan Keterampilan Proses Sains Siswa Melalui Pendekatan Keterampilan Proses Dalam pembelajaran IPA Kelas III SD,keterampilan proses sains keterampilan proses pembelajaran kelas sd,2
KORELASI MINAT BACA DENGAN HASIL BELAJAR PADA PEMBELAJARAN BAHASA INDONESIA SISWA KELAS III SD,korelasi minat baca belajar pembelajaran bahasa kelas sd,2
Pengembangan media pembelajaran berbasis videoscribe untuk meningkatkan keterampilan menulis teks deskriptif pembelajaran bahasa Inggris,media pembelajaran videoscribe keterampilan menulis teks deskriptif pembelajaran bahasa,5
Peningkatan Nilai-Nilai Agama Dan Moral Melalui Metode Bercerita Pada Anak Usia 4-5 Tahun,nilai nilai moral bercerita anak usia,0
Pengembangan media layanan informasi karir berbasis google classroom di sekolah menengah kejuruan,media layanan informasi karir google classroom sekolah menengah kejuruan,1
Pengembangan media pembelajaran berbantuan aplikasi canva pada materi pembelajaran lanjutan kelas XII model 4-D,media pembelajaran berbantuan aplikasi canva materi pembelajaran lanjutan kelas d,5
Perilaku Bullying Verbal Pada Peserta Didik Kelas IX SMP LKIA Pontianak,perilaku bullying verbal peserta didik kelas lkia,9
Pengembangan Chatbot Berbasis Web Menggunakan Model Addie,chatbot web,10
Penerapan model ADDIE dalam pengembangan program bimbingan karir di SMA,bimbingan karir,10
Analisa kimia kandungan nitrit pada daging burger yang beredar di Pasar Kecamatan Duren Sawit Jakarta Timur,analisa kimia kandungan nitrit daging burger beredar pasar duren sawit,10
Hubungan antara konsep diri dengan penyesuaian diri siswa kelas x SMA Islam Bawari Pontianak,hubungan konsep penyesuaian kelas bawari,2
Implementasi Pendidikan Anti Korupsi di SMK Texmaco Pemalang,anti korupsi smk texmaco pemalang,10
Analisis Pendapatan Petani Padi Sawah Dengan Menggunakan Teknologi Alat Pasca Panen di Desa Sidorejo Kecamatan Wonomulyo Kabupaten Polewali Mandar,pendapatan petani padi sawah teknologi alat pasca panen sidorejo wonomulyo polewali mandar,10
Pembuatan Video Profil Sekolah Dasar Negeri 1 Tugu Jumantono Kabupaten Karanganyar,pembuatan profil sekolah tugu jumantono karanganyar,1
Korelasi Kecerdasan Emosional dengan Interaksi Sosial Siswa Kelas VII MTs Negeri 2 Pontianak,korelasi kecerdasan emosional interaksi sosial kelas,2
Evaluasi sistem penilaian hasil belajar pada mata pelajaran pendidikan jasmani kesehatan dan olahraga di SMP,evaluasi penilaian belajar jasmani kesehatan olahraga,10
Pengembangan Model Pembelajaran Konseling Kelompok dengan Pendekatan Konstruktivistik,pembelajaran konseling kelompok konstruktivistik,10
Peran Kelompok Aksi Pelajar Anti Narkoba Dalam Upaya Penanggulangan Penyalahgunaan Narkoba,peran kelompok aksi pelajar anti narkoba upaya penanggulangan penyalahgunaan narkoba,10
Metode Autoregressive Integrated Moving Average untuk Meramalkan Penjualan,autoregressive integrated moving average meramalkan penjualan,10
Pengembangan Media Puzzle Untuk Kecakapan Membaca Peta Buta pada Siswa Sekolah Dasar,media puzzle kecakapan membaca peta buta sekolah,1
Adsorpsi timbal (II) oleh selulosa limbah jerami padi teraktivasi asam nitrat: pengaruh pH dan waktu kontak,timbal selulosa limbah jerami padi teraktivasi asam nitrat ph kontak,10
Efektivitas campuran enzim selulase dari Aspergillus niger dan Trichoderma reesei dalam menghidrolisis substrat sabut kelapa,efektivitas campuran enzim selulase aspergillus niger trichoderma reesei menghidrolisis substrat sabut kelapa,10
Adsorpsi kadmium (II) menggunakan adsorben selulosa ampas tebu teraktivasi asam nitrat,kadmium selulosa ampas tebu teraktivasi asam nitrat,10
Pengaruh aktivasi arang dari limbah kulit pisang kepok sebagai adsorben besi (II) pada air tanah,aktivasi arang limbah kulit pisang kepok besi,10
Efektivitas antibakteri ekstrak kulit batang belimbing hutan (Baccaurea angulata Merr.) terhadap Staphylococcus aureus dan Escherichia coli,efektivitas antibakteri ekstrak kulit batang belimbing hutan baccaurea angulata merr aureus escherichia,10
Hidrolisis enzimatik selulosa dari ampas sagu menggunakan campuran selulase dari trichoderma reesei dan Aspergillus Niger,hidrolisis enzimatik selulosa ampas sagu campuran selulase trichoderma reesei aspergillus niger,10
Pembuatan arang aktif dari cangkang buah karet untuk adsorpsi ion besi (II) dalam larutan,pembuatan arang aktif cangkang buah karet ion besi larutan,10
Adsorpsi Fe (II) dengan arang kulit buah kakao (Theobroma cacao L.) teraktivasi asam klorida,fe arang kulit buah kakao theobroma cacao teraktivasi asam klorida,10
"Reduksi minyak, lemak, dan bahan organik limbah rumah makan menggunakan grease trap termodifikasi karbon aktif",reduksi minyak lemak bahan organik limbah rumah makan grease trap termodifikasi karbon aktif,10
Adsorpsi kadmium pada sorben biomassa kitosan/klorella dibuat dengan teknik pencetakan ionik,kadmium sorben biomassa kitosan klorella pencetakan ionik,10
Penurunan Kadar COD (Chemical Oxygen Demand) Limbah Cair Industri Kelapa Sawit Menggunakan Arang Aktif Biji Kapuk (Ceiba Petandra),penurunan kadar chemical oxygen demand limbah cair industri kelapa sawit arang aktif biji kapuk ceiba petandra,0
Pembuatan Membran Silika dari Fly Ash dan Aplikasinya Untuk Menurunkan Kadar COD dan BOD Limbah Cair Kelapa Sawit,pembuatan membran silika fly ash aplikasinya menurunkan kadar bod limbah cair kelapa sawit,0
Komposisi terdekat dan aktivitas biologis Caulerpa lentillifera,komposisi terdekat biologis caulerpa lentillifera,10
Hidrolisis enzimatik dari ampas sagu menggunakan campuran selulase dari Trichoderma reesei dan Aspergillus niger,hidrolisis enzimatik ampas sagu campuran selulase trichoderma reesei aspergillus niger,10
Skrining fitokimia dan uji aktivitas antioksidan ekstrak kulit batang laban (Vitex pubescens vahl),skrining fitokimia uji antioksidan ekstrak kulit batang laban vitex pubescens vahl,10
Modifikasi Kitosan dengan Kaolin dan Aplikasinya sebagai Adsorben Timbal (II),modifikasi kitosan kaolin aplikasinya timbal,10
Penggunaan Kulit Kerang Darah Sebagai Koagulan Air Gambut,kulit kerang darah koagulan gambut,10
ADSORPSI BESI DAN BAHAN ORGANIK PADA AIR GAMBUT OLEH KARBON AKTIF KULIT DURIAN,besi bahan organik gambut karbon aktif kulit durian,10
Karakteristik Biomassa Chlorella sp Terimobilisasi pada Kitosan untuk Adsorpsi Kromium (III) dalam Larutan,karakteristik biomassa chlorella terimobilisasi kitosan kromium larutan,10
"Optimasi Ukuran Partikel, Massa dan Waktu Kontuk Karbon Aktif Berdasarkan Efektivitas Adsorpsi β-karoten Pada CPO",optimasi ukuran partikel massa kontuk karbon aktif berdasarkan efektivitas karoten cpo,10
Pengembangan multimedia interaktif video senam animasi berbasis budaya khas Kalimantan Barat,multimedia interaktif senam animasi budaya khas,10
Prototipe sistem keran air otomatis berbasis sensor flowmeter pada gedung bertingkat,prototipe keran otomatis sensor flowmeter gedung bertingkat,10
Perancangan Model Dashboard Untuk Monitoring Evaluasi Mahasiswa,dashboard monitoring evaluasi,10
Implementasi Framework Flutter pada Sistem Informasi Perpustakaan Masjid,framework flutter informasi perpustakaan masjid,10
Penerapan Logika Fuzzy Pada Sistem Penyiraman Tanaman Otomatis Berbasis Mikrokontroler,logika fuzzy penyiraman tanaman otomatis mikrokontroler,10
Prototype Kunci Otomatis pada Pintu Berdasarkan Suara Pengguna Menggunakan Metode KNN (K-Nearest Neighbor),prototype kunci otomatis pintu berdasarkan suara pengguna knn nearest neighbor,10
Penerapan Metode Analytic Network Process (Anp) Berbasis Android Sebagai Sistem Pendukung Keputusan Dalam Pemilihan Tempat Kos,analytic network process anp android pendukung keputusan pemilihan kos,10
Evaluasi Kepuasan Pengguna Siakad Universitas Tanjungpura Menggunakan Integrasi Technology Acceptance Model (Tam) Dan End-User Computing Satisfaction (Eucs),evaluasi kepuasan pengguna siakad integrasi technology tam end user computing satisfaction eucs,10
APLIKASI PENCARIAN RUTE TERPENDEK MENGGUNAKANALGORITMA GENETIKA (Studi Kasus: Pencarian Rute Terpendek untuk Pemadam Kebakaran di Wilayah Kota Pontianak),aplikasi pencarian rute terpendek menggunakanalgoritma genetika pencarian rute terpendek pemadam kebakaran wilayah,10
Rancang Bangun Alat Ukur Gerak Lurus Berubah Beraturan (GLBB) Pada Bidang Miring Berbasis Arduino,rancang bangun alat ukur gerak lurus berubah beraturan glbb bidang miring arduino,7
Aplikasi Pengenalan Pola pada Huruf Tulisan Tangan Menggunakan Jaringan Saraf Tiruan dengan Metode Ekstraksi Fitur Geometri,aplikasi pengenalan huruf tulisan tangan jaringan saraf tiruan ekstraksi fitur geometri,10
Rancang Bangun Sistem Informasi Pengumpulan Dana Panti Asuhan menggunakan Metode Crowdfunding dengan Model Situs Donasi,rancang bangun informasi pengumpulan dana panti asuhan crowdfunding situs donasi,7
Sistem Penentuan Kualitas Hewan Qurban di Indonesia dengan Metode SAW,penentuan kualitas hewan qurban saw,10
Prototipe Pengukur Debit Air Secara Digital Untuk Monitoring Penggunaan Air Rumah Tangga,prototipe pengukur debit digital monitoring rumah tangga,10
Sistem Pendukung Keputusan Pemilihan Bahan Bakar Sepeda Motor Matic Mengunakan Metode Simple Additive Weighting (SAW),pendukung keputusan pemilihan bahan bakar sepeda motor matic mengunakan simple saw,10
Sistem Pendukung Keputusan Penerima Beasiswa Dengan Menerapkan Metode Simple Additive Weighting (SAW),pendukung keputusan penerima beasiswa menerapkan simple saw,10
Merencanakan Sistem Informasi Konstruksi Informasi Konstruksi (SPP) dengan Teknologi SMS Gateway,merencanakan informasi konstruksi informasi konstruksi teknologi sms gateway,10
Analisis Perkembangan Moral Peserta Didik Kelas XI SMA Negeri 3 Samarinda,perkembangan moral peserta didik kelas,9
Analisis tingkat literasi digital pada generasi Z dengan menggunakan digital competence framework 2.1 (studi kasus: mahasiswa FMIPA UNTAN),tingkat literasi digital generasi z digital competence framework fmipa,10
Sistem Pakar Untuk Mendiagnosa Penyakit Pada Sistem Pernafasan Menggunakan Metode Forward Dan Backward Chaining,pakar mendiagnosa penyakit pernafasan forward backward chaining,10
Total fenol fraksi etil asetat dari buah asam kandis (Garcinia dioica Blume),total fenol fraksi etil asetat buah asam kandis dioica,10
Penentuan Waktu Inkubasi Optimum terhadap Aktivitas Bakteriosinlactobacillus Sp. Red4,penentuan inkubasi optimum bakteriosinlactobacillus red,10
Pengaruh temperatur terhadap aktivitas enzim protease dari daun sansakng (Pycnarrhena cauliflora Diels),temperatur enzim protease daun sansakng pycnarrhena cauliflora diels,10
Skrining Fitokimia Ekstrak Daun Belimbing Hutan (Baccaurea angulata Merr.),skrining fitokimia ekstrak daun belimbing hutan baccaurea angulata merr,10
UJIAKTIVITAS ANTIBAKTERI EKSTRAKKULIT BUAH TAMPOI (Baccaureamacrocarpa) TERHADAP BAKTERI Escherichia coli dan Staphylococcus aureus,ujiaktivitas antibakteri ekstrakkulit buah tampoi baccaureamacrocarpa bakteri escherichia aureus,10
Aktivitas antibakteri isolat bakteri endofit B2D dari batang tanaman yakon (Smallanthus sonchifolius (Poepp. & Endl.) H. Rob.) terhadap bakteri Staphylococcus aureus dan …,antibakteri isolat bakteri endofit d batang tanaman yakon smallanthus sonchifolius poepp endl h rob bakteri aureus,10
Bioaktivitas minyak atsiri kulit buah jeruk nipis (Citrus aurantifolia) terhadap rayap tanah (Coptotermes sp.),bioaktivitas minyak atsiri kulit buah jeruk nipis aurantifolia rayap coptotermes,10
"Antimikroba, antioksidan, aktivitas hemolitik dan toksisitas ekstrak etil asetat dari jamur terkait karang yang tidak teridentifikasi, Aspergillus brevipes RK06",antimikroba antioksidan hemolitik toksisitas ekstrak etil asetat jamur terkait karang teridentifikasi aspergillus brevipes rk,10
Penentuan kondisi optimum hidrolisat protein dari limbah ikan ekor kuning (Caesio cuning) berdasarkan karakteristik organoleptik,penentuan kondisi optimum hidrolisat protein limbah ikan ekor kuning caesio cuning berdasarkan karakteristik organoleptik,10
Aktivitas antiinflamasi secara in-vitro ekstrak teripang butoh keling (Holothuria leucospilota Brandt) dari pulau lemukutan,antiinflamasi vitro ekstrak teripang butoh keling holothuria leucospilota brandt lemukutan,10
Karakteristik nata de jackfruit (Artocarpus heterophyllus) dengan variasi konsentrasi starter Acetobacter xylinum,karakteristik nata de jackfruit artocarpus heterophyllus variasi konsentrasi starter acetobacter xylinum,10
"Kandungan total fenol, aktivitas antioksidan dan sitotoksik daun kedadai (Ficus variegata Blume)",kandungan total fenol antioksidan sitotoksik daun kedadai ficus variegata,10
Profil fisikokimia dan mikrobiologi cincalok komersial asal Kalimantan Barat,profil fisikokimia mikrobiologi cincalok komersial,10
Aktivitas antibakteri gram positif dan negatif dari ekstrak dan fraksi daun nipah (Nypa fruticans Wurmb.) asal pesisir Sungai Kakap Kalimantan Barat,antibakteri gram positif negatif ekstrak fraksi daun nipah nypa fruticans wurmb,10
Isolasi dan penapisan bakteri xilanolitik mesofil dari rayap,penapisan bakteri xilanolitik mesofil rayap,10
Penentuan Kadar Timbal (Ii) pada Air Sungai Kapuas Secara Spektrofotometri Ultra Violet-Visible,penentuan kadar timbal spektrofotometri ultra violet visible,10
Ekstraksi minyak kelapa murni dengan metode pengadukan dan cold pressed,ekstraksi minyak kelapa murni pengadukan cold pressed,0
KANDUNGAN GIZI DAN ORGANOLEPTIK COOKIES TERSUBSTITUSI TEPUNG KULIT PISANG KEPOK (Musa paradisiaca Linn),kandungan gizi organoleptik cookies tersubstitusi tepung kulit pisang kepok musa paradisiaca linn,10
Uji organoleptik cincalok dengan penambahan serbuk bawang putih (Allium sativum) dan serbuk cabai (Capsium annuum L),uji organoleptik cincalok penambahan serbuk bawang putih allium sativum serbuk cabai capsium annuum,10
"Daya simpan dan kualitas telur ayam ras dilapisi minyak kelapa, kapur sirih dan ekstrak etanol kelopak rosella",daya simpan kualitas telur ayam ras dilapisi minyak kelapa kapur sirih ekstrak etanol kelopak rosella,10
Keanekaragaman cacing tanah (Oligochaeta) pada tiga tipe habitat di Kecamatan Pontianak Kota,keanekaragaman cacing oligochaeta tipe habitat,10
Inventarisasi Jenis Kupu-kupu pada Hutan Kerangas di Kawasan Cagar Alam Mandor Kabupaten Landak,inventarisasi jenis kupu kupu hutan kerangas cagar alam,10
"Karakteristik Pendaratan Penyu Hijau (Chelonia mydas, Linnaeus 1758) di Pesisir Pantai Tanjung Kemuning Tanjung Api dan Pantai Belacan Kecamatan Paloh Kabupaten Sambas",karakteristik pendaratan penyu hijau chelonia mydas linnaeus pantai tanjung kemuning tanjung api pantai belacan,10
"Profil hematologi ikan gabus (Channa striata Bloch, 1793)",profil hematologi ikan gabus channa striata bloch,10
Struktur komunitas zooplankton di Muara Sungai Mempawah Kabupaten Pontianak berdasarkan pasang surut air laut,struktur komunitas zooplankton berdasarkan pasang surut laut,10
Keragaman jenis ikan arus deras di aliran Riam Banangar Kabupaten Landak,keragaman jenis ikan arus deras aliran riam banangar,10
Struktur populasi ikan seluang (Rasbora argyrotaenia) di hilir sungai sekadau kecamatan sekadau hilir kabupaten sekadau,struktur populasi ikan seluang rasbora argyrotaenia,10
Karakteristik Populasi Ikan Biawan (Helostoma temminckii Cuvier) di Danau Kelubi Kecamatan Tayan Hilir,karakteristik populasi ikan biawan helostoma temminckii cuvier kelubi tayan,10
Komposisi jenis bulu babi (kelas: Echinoidea) di daerah intertidal pulau Lemukutan kabupaten Bengkayang,komposisi jenis bulu babi kelas echinoidea intertidal lemukutan,2
Keanekaragaman Lichen Corticolous pada Tiga Jalur Hijau di Kabupaten Kubu Raya,keanekaragaman lichen corticolous jalur hijau,10
Inventarisasi jenis-jenis amfibi (ordo Anura) di areal lahan basah sekitar Danau Sebedang Kecamatan Sebawi Kabupaten Sambas,inventarisasi jenis jenis amfibi ordo anura areal basah sebedang sebawi,10
Kualitas Perairan Sungai Kapuas Kota Sintang Ditinjau dari Keanekaragaman Makrozoobentos,kualitas perairan ditinjau keanekaragaman makrozoobentos,10
"Komposisi dan Karakterisasi Actinomycetes yang Diisolasi dari Sedimen Mangrove Nipah, Pelet Saluran Pencernaan dan Feses Cacing Nipah (Namalycastis Rhodhocorde)",komposisi karakterisasi diisolasi sedimen mangrove nipah pelet saluran pencernaan feses cacing nipah namalycastis rhodhocorde,10
Karakter morfologi laba-laba yang ditemukan di area hutan Bukit Tanjung Datok Kabupaten Sambas,karakter morfologi laba laba ditemukan area hutan tanjung datok,10
Kandungan sulfur dan klorofil thallus lichen Parmelia sp. dan Graphis sp. pada pohon peneduh jalan di Kecamatan Pontianak Utara,kandungan sulfur klorofil thallus lichen parmelia graphis pohon peneduh,10
Prevalensi dan intensitas larva infektif nematoda gastrointestinal Strongylida dan Rhabditida pada kultur feses kambing (Capra sp.) di tempat pemotongan hewan kambing Pontianak,prevalensi intensitas larva infektif nematoda gastrointestinal strongylida rhabditida kultur feses kambing capra pemotongan hewan kambing,10
Tingkat kerusakan jaringan darah ikan mas (Cyprinus carpio) yang dipaparkan pada media Zn-sulfat (ZnSO4),tingkat kerusakan jaringan darah ikan mas cyprinus carpio dipaparkan media zn sulfat znso,10
Kelimpahan dan Sebaran Horisontal Fitoplankton di Perairan Muara Sungai Kakap Kabupaten Kubu Raya,kelimpahan sebaran horisontal fitoplankton perairan,10
Penggunaan Metode Kerja Kelompok untuk Meningkatkan Hasil Belajar Matematika Sekolah Dasar,kerja kelompok belajar sekolah,1
Peningkatan Hasil Belajar Siswa Pada Pembelajaran Ilmu Pengtahuan Alam Menggunakan Tipe Jigsaw Di Kelas IV,belajar pembelajaran ilmu pengtahuan alam tipe jigsaw kelas,2
Pengaruh Model Pbl Terhadap Hasil Belajar Ilmu Pengetahuan Alam Siswa Kelas V Sekolah Dasar,belajar ilmu pengetahuan alam kelas sekolah,2
Pengaruh Latihan Sasaran Menggunakan Ban Bekas Terhadap Penembakan Permainan Sepak Bola Pelajar Menembak Hidayatul Muhsinin,latihan sasaran ban bekas penembakan permainan sepak bola pelajar menembak hidayatul muhsinin,10
Peningkatan Hasil Belajar Dengan Menggunakan Media Video Dalam Pembelajaran IPA di Sekolah Dasar,belajar media pembelajaran sekolah,5
Peningkatan kemampuan berbicara melalui metode drill pada pembelajaran bahasa indonesia kelas IV sekolah dasar Usaba Sepotong,berbicara drill pembelajaran bahasa kelas sekolah usaba sepotong,2
Pengaruh Penggunaan Media Audio-visual Terhadap Hasil Belajar IPA Kelas V SD,media audio visual belajar kelas sd,2
Analisis Pengunaan Bahan Ajar Multimedia Interaktif Dengan Model Daring Pada Pembelajaran Tematik Di Sd Islam Al-Azhar 21 Pontianak,pengunaan bahan multimedia interaktif daring pembelajaran tematik sd azhar,10
Penggunaan media audio dalam pembelajaran bahasa indonesia untuk meningkatkan keterampilan menyimak,media audio pembelajaran bahasa keterampilan menyimak,5
Analisis Motivasi Belajar Dan Faktor-Faktor Yang Mempengaruhinya Pada Siswa Kelas V Masa Covid-19,motivasi belajar faktor faktor mempengaruhinya kelas covid,2
Pengaruh Penerapan Media Manipulatif Terhadap Hasil Belajar Matematika Siswa Kelas III Sekolah Dasar,media manipulatif belajar kelas sekolah,2
Penggunaan program ispring 7.0 dalam pembelajaran matematika untuk meningkatkan hasil belajar siswa kelas v,ispring pembelajaran belajar kelas,2
Peningkatan hasil belajar siswa dalam pembelajaran matematika menggunakan teknik jarimatika di sekolah dasar negeri,belajar pembelajaran jarimatika sekolah,2
Peningkatan Ketrampilan Bertanya Siswa dengan Menggunakan Media Audio pada Pembelajaran Bahasa Indonesia,ketrampilan media audio pembelajaran bahasa,5
Uji aktivitas antibakteri ekstrak etanol daun mangga bacang (Mangifera Foetida L.) terhadap Staphylococcus aureus secara in vitro,uji antibakteri ekstrak etanol daun mangga bacang mangifera foetida aureus vitro,10
"Pengaruh cara pengeringan simplisia daun senggani (Melastoma malabathricum L.) terhadap aktivitas antioksidan menggunakan metode DPPH (2, 2-difenil-1-pikrilhidrazil)",pengeringan simplisia daun senggani melastoma malabathricum antioksidan dpph difenil pikrilhidrazil,10
